"PFAM_IDs","robust_classifications"
"PF14262","LBCA"
"PF14264","post-LBCA"
"PF14265","Terrabacteria"
"PF14266","Terrabacteria"
"PF14267","LBCA"
"PF14268","LBCA"
"PF14269","LBCA"
"PF14270","Terrabacteria"
"PF14271","post-LBCA"
"PF14273","post-LBCA"
"PF14274","FCB"
"PF14275","Terrabacteria"
"PF14276","Terrabacteria"
"PF14277","Terrabacteria"
"PF14278","Inspect"
"PF14279","LBCA"
"PF14280","LBCA"
"PF14281","unclassifiable"
"PF14282","post-LBCA"
"PF14283","unclassifiable"
"PF14284","LBCA"
"PF14285","Inspect"
"PF14286","unclassifiable"
"PF14287","Terrabacteria"
"PF14289","FCB"
"PF14292","FCB"
"PF14293","FCB"
"PF14294","post-LBCA"
"PF14295","Proteobacteria"
"PF14296","LBCA"
"PF14297","post-LBCA"
"PF14298","post-LBCA"
"PF14300","LBCA"
"PF14301","post-LBCA"
"PF14302","post-LBCA"
"PF14305","LBCA"
"PF14306","LBCA"
"PF14307","LUCA"
"PF14310","LBCA"
"PF14311","Terrabacteria"
"PF14312","LBCA"
"PF14316","LBCA"
"PF14317","LBCA"
"PF14319","LBCA"
"PF14321","post-LBCA"
"PF14322","FCB"
"PF14323","LBCA"
"PF14325","Terrabacteria"
"PF14326","LBCA"
"PF14328","LBCA"
"PF14329","LUCA"
"PF14330","post-LBCA"
"PF14331","Proteobacteria"
"PF14332","LBCA"
"PF14333","Proteobacteria"
"PF14334","post-LBCA"
"PF14335","LBCA"
"PF14336","post-LBCA"
"PF14337","LBCA"
"PF14338","LUCA"
"PF14339","LBCA"
"PF14340","LBCA"
"PF14341","post-LBCA"
"PF14342","LBCA"
"PF14343","LBCA"
"PF14344","LBCA"
"PF14345","LBCA"
"PF14346","post-LBCA"
"PF14347","unclassifiable"
"PF14348","Proteobacteria"
"PF14349","FCB"
"PF14350","LBCA"
"PF14351","LBCA"
"PF14352","post-LBCA"
"PF14353","Inspect"
"PF14354","post-LBCA"
"PF14355","LBCA"
"PF14356","FCB"
"PF14357","Proteobacteria"
"PF14358","LUCA"
"PF14359","LBCA"
"PF14361","LBCA"
"PF14362","LBCA"
"PF14366","Proteobacteria"
"PF14367","LBCA"
"PF14371","LBCA"
"PF14373","LBCA"
"PF14375","post-LBCA"
"PF14376","LBCA"
"PF14378","LUCA"
"PF14382","LACA"
"PF14384","LBCA"
"PF14385","post-LBCA"
"PF14386","post-LBCA"
"PF14387","Terrabacteria"
"PF14390","LBCA"
"PF14391","FCB"
"PF14393","LBCA"
"PF14394","Proteobacteria"
"PF14395","Terrabacteria"
"PF14397","LBCA"
"PF14398","Terrabacteria"
"PF14399","unclassifiable"
"PF14400","unclassifiable"
"PF14401","LBCA"
"PF14402","post-LBCA"
"PF14403","LBCA"
"PF14411","LBCA"
"PF14412","LBCA"
"PF14413","LBCA"
"PF14414","LBCA"
"PF14415","Proteobacteria"
"PF14417","LBCA"
"PF14419","unclassifiable"
"PF14428","post-LBCA"
"PF14430","post-LBCA"
"PF14431","post-LBCA"
"PF14433","post-LBCA"
"PF14435","LBCA"
"PF14436","LBCA"
"PF14437","unclassifiable"
"PF14440","Terrabacteria"
"PF14449","LBCA"
"PF14450","LBCA"
"PF14451","LBCA"
"PF14452","LBCA"
"PF14454","post-LBCA"
"PF14460","Terrabacteria"
"PF14461","LBCA"
"PF14464","LUCA"
"PF14467","Proteobacteria"
"PF14470","LBCA"
"PF14472","Terrabacteria"
"PF14478","unclassifiable"
"PF14480","Terrabacteria"
"PF14486","LBCA"
"PF14487","LBCA"
"PF14488","LBCA"
"PF14489","LBCA"
"PF14490","LBCA"
"PF14491","LBCA"
"PF14492","LBCA"
"PF14493","LBCA"
"PF14494","Terrabacteria"
"PF14495","Terrabacteria"
"PF14497","post-LBCA"
"PF14498","LBCA"
"PF14499","LBCA"
"PF14501","LBCA"
"PF14502","post-LBCA"
"PF14503","post-LBCA"
"PF14504","Terrabacteria"
"PF14505","LBCA"
"PF14508","LBCA"
"PF14509","LBCA"
"PF14511","LBCA"
"PF14512","LACA"
"PF14516","LBCA"
"PF14517","LBCA"
"PF14518","Inspect"
"PF14520","preLUCA"
"PF14521","Proteobacteria"
"PF14522","unclassifiable"
"PF14524","LBCA"
"PF14525","post-LBCA"
"PF14526","LBCA"
"PF14527","Terrabacteria"
"PF14528","LUCA"
"PF14530","Terrabacteria"
"PF14532","LBCA"
"PF14534","LBCA"
"PF14535","LBCA"
"PF14537","LUCA"
"PF14539","LBCA"
"PF14540","Terrabacteria"
"PF14542","LBCA"
"PF14544","LACA"
"PF14549","Proteobacteria"
"PF14551","LACA"
"PF14552","LBCA"
"PF14559","preLUCA"
"PF14561","post-LBCA"
"PF14566","LBCA"
"PF14567","LBCA"
"PF14568","LBCA"
"PF14572","LBCA"
"PF14574","LBCA"
"PF14578","LACA"
"PF14579","LBCA"
"PF14581","post-LBCA"
"PF14582","unclassifiable"
"PF14583","unclassifiable"
"PF14584","Terrabacteria"
"PF14587","LBCA"
"PF14588","LBCA"
"PF14592","LBCA"
"PF14594","Terrabacteria"
"PF14595","LBCA"
"PF14600","post-LBCA"
"PF14601","LACA"
"PF14602","LUCA"
"PF14606","LBCA"
"PF14607","LBCA"
"PF14614","FCB"
"PF14620","Terrabacteria"
"PF14622","LACA"
"PF14657","post-LBCA"
"PF14659","unclassifiable"
"PF14667","preLUCA"
"PF14681","post-LBCA"
"PF14682","Terrabacteria"
"PF14683","LBCA"
"PF14684","LBCA"
"PF14685","LBCA"
"PF14686","LBCA"
"PF14689","Terrabacteria"
"PF14690","LBCA"
"PF14691","LBCA"
"PF14693","LBCA"
"PF14696","post-LBCA"
"PF14697","LUCA"
"PF14698","LBCA"
"PF14706","LBCA"
"PF14707","LBCA"
"PF14710","post-LBCA"
"PF14711","post-LBCA"
"PF14714","Proteobacteria"
"PF14715","post-LBCA"
"PF14716","post-LBCA"
"PF14717","FCB"
"PF14718","Proteobacteria"
"PF14720","LBCA"
"PF14730","FCB"
"PF14734","FCB"
"PF14742","Inspect"
"PF14743","Proteobacteria"
"PF14748","LUCA"
"PF14759","LBCA"
"PF14760","unclassifiable"
"PF14765","LBCA"
"PF14771","post-LBCA"
"PF14785","Proteobacteria"
"PF14789","post-LBCA"
"PF14790","Proteobacteria"
"PF14791","LBCA"
"PF14792","LBCA"
"PF14793","Proteobacteria"
"PF14794","Terrabacteria"
"PF14801","Terrabacteria"
"PF14803","LBCA"
"PF14804","post-LBCA"
"PF14805","LBCA"
"PF14810","LACA"
"PF14811","Euryarchaeota"
"PF14814","Proteobacteria"
"PF14815","LBCA"
"PF14819","Proteobacteria"
"PF14821","post-LBCA"
"PF14824","LBCA"
"PF14827","LBCA"
"PF14832","post-LBCA"
"PF14833","LUCA"
"PF14840","Proteobacteria"
"PF14841","post-LBCA"
"PF14842","LBCA"
"PF14849","post-LBCA"
"PF14850","Proteobacteria"
"PF14863","LBCA"
"PF14864","LBCA"
"PF14870","LBCA"
"PF14871","LBCA"
"PF14873","FCB"
"PF14882","Proteobacteria"
"PF14883","post-LBCA"
"PF14885","LBCA"
"PF14890","LACA"
"PF14891","LBCA"
"PF14894","TACK"
"PF14896","Terrabacteria"
"PF14897","LBCA"
"PF14898","Terrabacteria"
"PF14899","FCB"
"PF14902","FCB"
"PF14903","LBCA"
"PF14905","LBCA"
"PF14907","LUCA"
"PF14938","LBCA"
"PF14947","LACA"
"PF15071","FCB"
"PF15418","FCB"
"PF15420","post-LBCA"
"PF15428","LBCA"
"PF15461","LBCA"
"PF15495","FCB"
"PF15515","LBCA"
"PF15567","Terrabacteria"
"PF15575","LBCA"
"PF15580","LBCA"
"PF15594","LBCA"
"PF15595","LBCA"
"PF15607","LBCA"
"PF15608","post-LBCA"
"PF15609","post-LBCA"
"PF15610","post-LBCA"
"PF15611","post-LBCA"
"PF15615","Inspect"
"PF15617","post-LBCA"
"PF15631","unclassifiable"
"PF15632","LBCA"
"PF15644","post-LBCA"
"PF15698","Terrabacteria"
"PF15714","Terrabacteria"
"PF15723","LBCA"
"PF15731","LBCA"
"PF15738","LBCA"
"PF15780","LBCA"
"PF15781","LBCA"
"PF15864","Proteobacteria"
"PF15869","FCB"
"PF15887","post-LBCA"
"PF15889","FCB"
"PF15890","FCB"
"PF15891","LBCA"
"PF15892","LBCA"
"PF15902","LBCA"
"PF15915","Euryarchaeota"
"PF15916","Proteobacteria"
"PF15919","LBCA"
"PF15937","LBCA"
"PF15943","Proteobacteria"
"PF15975","LBCA"
"PF15978","post-LBCA"
"PF15979","LBCA"
"PF15980","Terrabacteria"
"PF15983","Terrabacteria"
"PF15985","LACA"
"PF16011","LBCA"
"PF16022","FCB"
"PF16036","post-LBCA"
"PF16068","Proteobacteria"
"PF16069","Terrabacteria"
"PF16073","Terrabacteria"
"PF16074","Proteobacteria"
"PF16075","post-LBCA"
"PF16078","LBCA"
"PF16079","Terrabacteria"
"PF16080","Proteobacteria"
"PF16083","Proteobacteria"
"PF16095","LBCA"
"PF16103","post-LBCA"
"PF16107","Terrabacteria"
"PF16108","Proteobacteria"
"PF16110","Terrabacteria"
"PF16111","Terrabacteria"
"PF16113","post-LBCA"
"PF16114","unclassifiable"
"PF16115","FCB"
"PF16116","LBCA"
"PF16117","post-LBCA"
"PF16118","FCB"
"PF16119","FCB"
"PF16120","FCB"
"PF16123","post-LBCA"
"PF16124","LBCA"
"PF16125","FCB"
"PF16126","LBCA"
"PF16130","post-LBCA"
"PF16132","FCB"
"PF16137","Proteobacteria"
"PF16138","post-LBCA"
"PF16147","unclassifiable"
"PF16148","FCB"
"PF16153","LBCA"
"PF16155","Proteobacteria"
"PF16156","LBCA"
"PF16157","post-LBCA"
"PF16158","LBCA"
"PF16161","post-LBCA"
"PF16162","LBCA"
"PF16166","Terrabacteria"
"PF16169","post-LBCA"
"PF16170","Terrabacteria"
"PF16173","LBCA"
"PF16177","LUCA"
"PF16184","LBCA"
"PF16187","post-LBCA"
"PF16188","LBCA"
"PF16189","Proteobacteria"
"PF16192","post-LBCA"
"PF16193","LBCA"
"PF16197","LBCA"
"PF16198","LBCA"
"PF16199","LUCA"
"PF16200","Proteobacteria"
"PF16203","LUCA"
"PF16215","FCB"
"PF16216","LBCA"
"PF16217","FCB"
"PF16220","post-LBCA"
"PF16221","LBCA"
"PF16227","LBCA"
"PF16233","Proteobacteria"
"PF16234","Proteobacteria"
"PF16239","TACK"
"PF16242","Proteobacteria"
"PF16248","FCB"
"PF16250","FCB"
"PF16254","LBCA"
"PF16256","Proteobacteria"
"PF16257","post-LBCA"
"PF16258","LBCA"
"PF16259","Terrabacteria"
"PF16260","post-LBCA"
"PF16261","LBCA"
"PF16262","Terrabacteria"
"PF16263","LBCA"
"PF16264","LBCA"
"PF16265","FCB"
"PF16266","post-LBCA"
"PF16267","FCB"
"PF16268","LBCA"
"PF16269","FCB"
"PF16271","FCB"
"PF16277","LBCA"
"PF16285","Terrabacteria"
"PF16286","LBCA"
"PF16289","LBCA"
"PF16291","Terrabacteria"
"PF16295","LBCA"
"PF16296","Terrabacteria"
"PF16313","LBCA"
"PF16314","post-LBCA"
"PF16316","LBCA"
"PF16317","LBCA"
"PF16318","FCB"
"PF16320","unclassifiable"
"PF16321","post-LBCA"
"PF16323","FCB"
"PF16325","post-LBCA"
"PF16326","post-LBCA"
"PF16327","post-LBCA"
"PF16330","Proteobacteria"
"PF16331","Proteobacteria"
"PF16332","LBCA"
"PF16334","post-LBCA"
"PF16335","post-LBCA"
"PF16338","LBCA"
"PF16344","FCB"
"PF16347","LBCA"
"PF16350","post-LBCA"
"PF16353","LBCA"
"PF16355","LBCA"
"PF16356","FCB"
"PF16357","post-LBCA"
"PF16358","Proteobacteria"
"PF16360","Inspect"
"PF16361","FCB"
"PF16363","preLUCA"
"PF16369","post-LBCA"
"PF16370","LBCA"
"PF16371","LBCA"
"PF16373","FCB"
"PF16375","LBCA"
"PF16378","FCB"
"PF16385","LBCA"
"PF16387","LBCA"
"PF16389","FCB"
"PF16391","FCB"
"PF16395","FCB"
"PF16398","FCB"
"PF16401","LBCA"
"PF16403","LBCA"
"PF16407","FCB"
"PF16409","post-LBCA"
"PF16410","FCB"
"PF16411","FCB"
"PF16412","post-LBCA"
"PF16448","Proteobacteria"
"PF16450","Inspect"
"PF16461","post-LBCA"
"PF16468","post-LBCA"
"PF16472","unclassifiable"
"PF16473","LBCA"
"PF16481","Terrabacteria"
"PF16483","LBCA"
"PF16490","FCB"
"PF16491","LBCA"
"PF16499","LBCA"
"PF16510","post-LBCA"
"PF16524","Proteobacteria"
"PF16525","Terrabacteria"
"PF16527","Proteobacteria"
"PF16536","LBCA"
"PF16537","Proteobacteria"
"PF16538","Proteobacteria"
"PF16539","Proteobacteria"
"PF16542","unclassifiable"
"PF16548","Proteobacteria"
"PF16554","post-LBCA"
"PF16555","Terrabacteria"
"PF16561","LBCA"
"PF16565","LBCA"
"PF16569","Terrabacteria"
"PF16571","Terrabacteria"
"PF16575","LUCA"
"PF16576","LBCA"
"PF16581","Euryarchaeota"
"PF16582","LBCA"
"PF16584","FCB"
"PF16586","LBCA"
"PF16591","Proteobacteria"
"PF16592","Terrabacteria"
"PF16593","Terrabacteria"
"PF16639","Terrabacteria"
"PF16640","LBCA"
"PF16653","LUCA"
"PF16654","LBCA"
"PF16655","LBCA"
"PF16656","LBCA"
"PF16657","LBCA"
"PF16658","LBCA"
"PF16661","LUCA"
"PF16670","LBCA"
"PF16691","Proteobacteria"
"PF16693","unclassifiable"
"PF16694","LBCA"
"PF16697","LBCA"
"PF16701","Terrabacteria"
"PF16702","LBCA"
"PF16708","Terrabacteria"
"PF16715","post-LBCA"
"PF16729","Terrabacteria"
"PF16732","post-LBCA"
"PF16733","Proteobacteria"
"PF16734","Terrabacteria"
"PF16736","unclassifiable"
"PF16738","LBCA"
"PF16745","Terrabacteria"
"PF16750","Proteobacteria"
"PF16751","Terrabacteria"
"PF16757","LBCA"
"PF16760","unclassifiable"
"PF16778","post-LBCA"
"PF16785","Proteobacteria"
"PF16789","Proteobacteria"
"PF16793","post-LBCA"
"PF16795","LACA"
"PF16798","PVC"
"PF16802","PVC"
"PF16811","post-LBCA"
"PF16816","Proteobacteria"
"PF16819","FCB"
"PF16820","FCB"
"PF16822","LBCA"
"PF16823","Proteobacteria"
"PF16827","Terrabacteria"
"PF16841","LBCA"
"PF16844","Proteobacteria"
"PF16859","unclassifiable"
"PF16861","LBCA"
"PF16864","LUCA"
"PF16867","unclassifiable"
"PF16868","LACA"
"PF16870","LBCA"
"PF16871","LBCA"
"PF16872","LBCA"
"PF16874","post-LBCA"
"PF16875","post-LBCA"
"PF16881","LBCA"
"PF16884","LBCA"
"PF16886","LBCA"
"PF16888","Terrabacteria"
"PF16889","LBCA"
"PF16896","post-LBCA"
"PF16897","LACA"
"PF16901","LUCA"
"PF16906","LACA"
"PF16911","unclassifiable"
"PF16912","LUCA"
"PF16916","LUCA"
"PF16917","Proteobacteria"
"PF16918","unclassifiable"
"PF16919","Terrabacteria"
"PF16921","LBCA"
"PF16924","Terrabacteria"
"PF16925","LBCA"
"PF16926","Euryarchaeota"
"PF16927","LUCA"
"PF16930","LBCA"
"PF16932","Proteobacteria"
"PF16933","post-LBCA"
"PF16935","Terrabacteria"
"PF16945","Terrabacteria"
"PF16947","unclassifiable"
"PF16949","Terrabacteria"
"PF16951","post-LBCA"
"PF16952","post-LBCA"
"PF16955","Inspect"
"PF16956","Proteobacteria"
"PF16957","post-LBCA"
"PF16962","post-LBCA"
"PF16967","Proteobacteria"
"PF16970","Proteobacteria"
"PF16976","unclassifiable"
"PF16980","LBCA"
"PF16982","Terrabacteria"
"PF16983","Inspect"
"PF16989","Proteobacteria"
"PF16990","LBCA"
"PF16992","TACK"
"PF16993","Terrabacteria"
"PF16995","Terrabacteria"
"PF16998","Proteobacteria"
"PF16999","Inspect"
"PF17032","LBCA"
"PF17033","post-LBCA"
"PF17042","LBCA"
"PF17048","post-LBCA"
"PF17070","FCB"
"PF17090","Proteobacteria"
"PF17092","Proteobacteria"
"PF17099","Terrabacteria"
"PF17101","LBCA"
"PF17102","post-LBCA"
"PF17103","unclassifiable"
"PF17113","Proteobacteria"
"PF17116","FCB"
"PF17124","LBCA"
"PF17125","LUCA"
"PF17126","Terrabacteria"
"PF17127","FCB"
"PF17128","LBCA"
"PF17131","LBCA"
"PF17132","LBCA"
"PF17134","LBCA"
"PF17135","LACA"
"PF17136","unclassifiable"
"PF17137","unclassifiable"
"PF17140","FCB"
"PF17144","Euryarchaeota"
"PF17146","LACA"
"PF17147","LUCA"
"PF17148","FCB"
"PF17149","Proteobacteria"
"PF17150","Terrabacteria"
"PF17152","LBCA"
"PF17158","Proteobacteria"
"PF17159","LBCA"
"PF17161","FCB"
"PF17162","FCB"
"PF17164","LUCA"
"PF17166","FCB"
"PF17167","LBCA"
"PF17168","post-LBCA"
"PF17170","post-LBCA"
"PF17171","Proteobacteria"
"PF17172","Proteobacteria"
"PF17173","Terrabacteria"
"PF17174","Terrabacteria"
"PF17176","Proteobacteria"
"PF17179","LUCA"
"PF17185","post-LBCA"
"PF17186","LBCA"
"PF17188","Proteobacteria"
"PF17189","LBCA"
"PF17191","unclassifiable"
"PF17192","Proteobacteria"
"PF17193","Proteobacteria"
"PF17194","LBCA"
"PF17195","post-LBCA"
"PF17196","Terrabacteria"
"PF17197","Terrabacteria"
"PF17198","post-LBCA"
"PF17200","LBCA"
"PF17201","LBCA"
"PF17202","post-LBCA"
"PF17203","post-LBCA"
"PF17206","Proteobacteria"
"PF17207","LACA"
"PF17209","Terrabacteria"
"PF17210","LBCA"
"PF17214","LACA"
"PF17227","Terrabacteria"
"PF17228","Proteobacteria"
"PF17230","Terrabacteria"
"PF17231","LACA"
"PF17236","LBCA"
"PF17240","Terrabacteria"
"PF17243","Proteobacteria"
"PF17247","Terrabacteria"
"PF17248","Terrabacteria"
"PF17249","Terrabacteria"
"PF17251","post-LBCA"
"PF17252","Terrabacteria"
"PF17253","LBCA"
"PF17255","Terrabacteria"
"PF17258","Terrabacteria"
"PF17259","Terrabacteria"
"PF17260","Terrabacteria"
"PF17261","Terrabacteria"
"PF17262","unclassifiable"
"PF17263","Proteobacteria"
"PF17264","Proteobacteria"
"PF17265","Terrabacteria"
"PF17267","Proteobacteria"
"PF17270","Terrabacteria"
"PF17272","Proteobacteria"
"PF17273","Proteobacteria"
"PF17277","Terrabacteria"
"PF17279","Terrabacteria"
"PF17280","Terrabacteria"
"PF17283","post-LBCA"
"PF17284","LBCA"
"PF17287","Proteobacteria"
"PF17288","Proteobacteria"
"PF17289","LUCA"
"PF17291","LBCA"
"PF17293","FCB"
"PF17295","Terrabacteria"
"PF17297","Inspect"
"PF17299","Euryarchaeota"
"PF17302","Terrabacteria"
"PF17319","LBCA"
"PF17328","Terrabacteria"
"PF17329","post-LBCA"
"PF17376","PVC"
"PF17377","PVC"
"PF17384","LBCA"
"PF17385","post-LBCA"
"PF17386","Terrabacteria"
"PF17389","LBCA"
"PF17390","LBCA"
"PF17391","LBCA"
"PF17392","LBCA"
"PF17396","LBCA"
"PF17401","PVC"
"PF17408","Proteobacteria"
"PF17409","post-LBCA"
"PF17414","Proteobacteria"
"PF17415","FCB"
"PF17425","unclassifiable"
"PF17428","Terrabacteria"
"PF17432","unclassifiable"
"PF17435","PVC"
"PF17446","PVC"
"PF17451","post-LBCA"
"PF17455","PVC"
"PF17458","PVC"
"PF17459","PVC"
"PF17461","PVC"
"PF17479","Terrabacteria"
"PF17481","Terrabacteria"
"PF17482","Inspect"
"PF17516","Proteobacteria"
"PF17517","post-LBCA"
"PF17541","FCB"
"PF17555","FCB"
"PF17561","FCB"
"PF17642","FCB"
"PF17645","post-LBCA"
"PF17647","Euryarchaeota"
"PF17648","LBCA"
"PF17650","post-LBCA"
"PF17651","LUCA"
"PF17652","LBCA"
"PF17653","LBCA"
"PF17655","unclassifiable"
"PF17656","Proteobacteria"
"PF17657","post-LBCA"
"PF17660","LBCA"
"PF17668","post-LBCA"
"PF17674","LBCA"
"PF17676","LBCA"
"PF17677","LUCA"
"PF17678","LBCA"
"PF17680","post-LBCA"
"PF17689","Terrabacteria"
"PF17723","unclassifiable"
"PF17726","LBCA"
"PF17727","Terrabacteria"
"PF17728","post-LBCA"
"PF17746","LBCA"
"PF17753","LBCA"
"PF17754","post-LBCA"
"PF17755","unclassifiable"
"PF17757","LBCA"
"PF17758","Terrabacteria"
"PF17759","LBCA"
"PF17760","LUCA"
"PF17761","preLUCA"
"PF17762","LBCA"
"PF17763","LBCA"
"PF17764","post-LBCA"
"PF17765","post-LBCA"
"PF17766","post-LBCA"
"PF17767","LBCA"
"PF17768","post-LBCA"
"PF17769","post-LBCA"
"PF17770","LBCA"
"PF17773","LBCA"
"PF17774","Terrabacteria"
"PF17775","unclassifiable"
"PF17777","LACA"
"PF17778","post-LBCA"
"PF17782","LBCA"
"PF17783","post-LBCA"
"PF17784","LBCA"
"PF17785","LBCA"
"PF17786","LBCA"
"PF17788","LBCA"
"PF17792","post-LBCA"
"PF17801","LBCA"
"PF17802","post-LBCA"
"PF17803","LBCA"
"PF17804","PVC"
"PF17805","LBCA"
"PF17806","post-LBCA"
"PF17810","LBCA"
"PF17815","post-LBCA"
"PF17816","PVC"
"PF17820","LUCA"
"PF17827","LBCA"
"PF17829","LBCA"
"PF17831","post-LBCA"
"PF17835","TACK"
"PF17836","LBCA"
"PF17837","LBCA"
"PF17841","Proteobacteria"
"PF17844","Terrabacteria"
"PF17848","LBCA"
"PF17850","LBCA"
"PF17851","LBCA"
"PF17853","post-LBCA"
"PF17854","unclassifiable"
"PF17855","LACA"
"PF17856","LACA"
"PF17862","LUCA"
"PF17863","LUCA"
"PF17864","Terrabacteria"
"PF17866","LBCA"
"PF17868","LBCA"
"PF17871","LBCA"
"PF17874","LUCA"
"PF17876","LBCA"
"PF17881","Terrabacteria"
"PF17882","Terrabacteria"
"PF17883","Terrabacteria"
"PF17884","LACA"
"PF17885","post-LBCA"
"PF17886","LBCA"
"PF17892","LBCA"
"PF17898","Terrabacteria"
"PF17899","LBCA"
"PF17900","LBCA"
"PF17910","LUCA"
"PF17912","LUCA"
"PF17914","post-LBCA"
"PF17915","TACK"
"PF17918","post-LBCA"
"PF17920","post-LBCA"
"PF17922","post-LBCA"
"PF17924","Terrabacteria"
"PF17925","post-LBCA"
"PF17926","post-LBCA"
"PF17928","post-LBCA"
"PF17929","unclassifiable"
"PF17930","Proteobacteria"
"PF17931","post-LBCA"
"PF17932","LBCA"
"PF17933","post-LBCA"
"PF17934","Terrabacteria"
"PF17935","post-LBCA"
"PF17936","LBCA"
"PF17937","unclassifiable"
"PF17938","LBCA"
"PF17939","LBCA"
"PF17940","post-LBCA"
"PF17941","unclassifiable"
"PF17944","LBCA"
"PF17946","LBCA"
"PF17948","Proteobacteria"
"PF17952","TACK"
"PF17953","LBCA"
"PF17954","LUCA"
"PF17955","Inspect"
"PF17956","LBCA"
"PF17957","LUCA"
"PF17961","Terrabacteria"
"PF17962","unclassifiable"
"PF17963","preLUCA"
"PF17964","post-LBCA"
"PF17965","Terrabacteria"
"PF17966","Terrabacteria"
"PF17967","LBCA"
"PF17969","Proteobacteria"
"PF17970","Proteobacteria"
"PF17972","LBCA"
"PF17973","LBCA"
"PF17974","post-LBCA"
"PF17975","LBCA"
"PF17985","PVC"
"PF17989","Terrabacteria"
"PF17990","LBCA"
"PF17991","LBCA"
"PF17992","post-LBCA"
"PF17994","Terrabacteria"
"PF17996","LBCA"
"PF17998","Terrabacteria"
"PF18000","Euryarchaeota"
"PF18003","FCB"
"PF18006","Euryarchaeota"
"PF18007","Terrabacteria"
"PF18009","Inspect"
"PF18011","LBCA"
"PF18013","post-LBCA"
"PF18014","LBCA"
"PF18019","LUCA"
"PF18024","Inspect"
"PF18027","LBCA"
"PF18029","LBCA"
"PF18030","LUCA"
"PF18040","LBCA"
"PF18046","LACA"
"PF18050","Inspect"
"PF18053","Proteobacteria"
"PF18065","Proteobacteria"
"PF18069","Inspect"
"PF18072","LUCA"
"PF18073","LBCA"
"PF18074","post-LBCA"
"PF18075","LBCA"
"PF18076","post-LBCA"
"PF18079","Euryarchaeota"
"PF18080","post-LBCA"
"PF18081","Proteobacteria"
"PF18082","Terrabacteria"
"PF18083","LBCA"
"PF18085","unclassifiable"
"PF18087","Terrabacteria"
"PF18088","unclassifiable"
"PF18089","LBCA"
"PF18090","Proteobacteria"
"PF18092","Terrabacteria"
"PF18093","LACA"
"PF18094","Terrabacteria"
"PF18095","PVC"
"PF18096","post-LBCA"
"PF18099","LBCA"
"PF18105","post-LBCA"
"PF18106","unclassifiable"
"PF18113","Proteobacteria"
"PF18120","LBCA"
"PF18125","Proteobacteria"
"PF18127","post-LBCA"
"PF18128","LBCA"
"PF18130","post-LBCA"
"PF18133","LBCA"
"PF18134","LBCA"
"PF18135","LBCA"
"PF18140","Proteobacteria"
"PF18143","post-LBCA"
"PF18144","LUCA"
"PF18145","LBCA"
"PF18146","LBCA"
"PF18152","unclassifiable"
"PF18153","LBCA"
"PF18154","Terrabacteria"
"PF18155","Terrabacteria"
"PF18157","Terrabacteria"
"PF18158","LBCA"
"PF18164","Terrabacteria"
"PF18174","FCB"
"PF18175","FCB"
"PF18181","post-LBCA"
"PF18182","LBCA"
"PF18183","post-LBCA"
"PF18184","Terrabacteria"
"PF18195","LACA"
"PF18197","unclassifiable"
"PF18200","post-LBCA"
"PF18202","Terrabacteria"
"PF18203","post-LBCA"
"PF18204","Euryarchaeota"
"PF18206","post-LBCA"
"PF18211","LBCA"
"PF18267","LBCA"
"PF18269","LBCA"
"PF18276","LBCA"
"PF18277","Terrabacteria"
"PF18288","Proteobacteria"
"PF18291","FCB"
"PF18294","post-LBCA"
"PF18297","LBCA"
"PF18299","LBCA"
"PF18301","Inspect"
"PF18305","Terrabacteria"
"PF18306","LBCA"
"PF18310","LBCA"
"PF18312","Proteobacteria"
"PF18313","post-LBCA"
"PF18317","LUCA"
"PF18318","LBCA"
"PF18319","unclassifiable"
"PF18320","LACA"
"PF18321","Proteobacteria"
"PF18324","LBCA"
"PF18327","Proteobacteria"
"PF18328","Proteobacteria"
"PF18329","FCB"
"PF18330","Euryarchaeota"
"PF18331","post-LBCA"
"PF18335","LBCA"
"PF18337","Proteobacteria"
"PF18339","unclassifiable"
"PF18347","FCB"
"PF18348","unclassifiable"
"PF18352","post-LBCA"
"PF18357","Terrabacteria"
"PF18364","post-LBCA"
"PF18367","Terrabacteria"
"PF18368","LBCA"
"PF18369","post-LBCA"
"PF18370","LBCA"
"PF18374","Terrabacteria"
"PF18376","LBCA"
"PF18381","Proteobacteria"
"PF18389","Proteobacteria"
"PF18393","Proteobacteria"
"PF18395","Terrabacteria"
"PF18406","LBCA"
"PF18407","Terrabacteria"
"PF18412","Proteobacteria"
"PF18413","LBCA"
"PF18415","Proteobacteria"
"PF18416","Proteobacteria"
"PF18417","LBCA"
"PF18419","post-LBCA"
"PF18421","Proteobacteria"
"PF18423","Inspect"
"PF18426","Proteobacteria"
"PF18427","Terrabacteria"
"PF18429","Proteobacteria"
"PF18431","LBCA"
"PF18433","Proteobacteria"
"PF18435","post-LBCA"
"PF18438","Terrabacteria"
"PF18446","Euryarchaeota"
"PF18448","Terrabacteria"
"PF18449","Terrabacteria"
"PF18451","post-LBCA"
"PF18456","post-LBCA"
"PF18458","unclassifiable"
"PF18462","Euryarchaeota"
"PF18465","post-LBCA"
"PF18470","LBCA"
"PF18475","LBCA"
"PF18476","LBCA"
"PF18477","LACA"
"PF18478","LBCA"
"PF18480","LUCA"
"PF18481","Inspect"
"PF18483","LBCA"
"PF18489","Euryarchaeota"
"PF18490","LACA"
"PF18494","Proteobacteria"
