ancestor,pfamIDs,Clans,avg_transfer
post-LBCA,PF10994,CL0105,0.151013
LUCA,PF10996,CL0023,0.0826918
Terrabacteria,PF10997,PF10997,0.145807
Terrabacteria,PF10999,PF10999,0.1902755
Proteobacteria,PF11000,PF11000,0.3389705
Proteobacteria,PF11003,PF11003,0.119457
post-LBCA,PF11004,CL0029,0.1551875
Proteobacteria,PF11006,PF11006,0.183561
Terrabacteria,PF11007,PF11007,0.1729695
post-LBCA,PF11008,CL0287,0.22596
post-LBCA,PF11009,CL0172,0.1062705
post-LBCA,PF11010,CL0377,0.14076475
Proteobacteria,PF11011,PF11011,0.120635
FCB,PF11013,PF11013,0.06920785
Proteobacteria,PF11014,PF11014,0.123331
post-LBCA,PF11015,PF11015,0.155306
Terrabacteria,PF11016,PF11016,0.06799835
post-LBCA,PF11017,CL0063,0.11100375
Proteobacteria,PF11019,CL0137,0.05647655
Terrabacteria,PF11021,PF11021,0.06322015
Terrabacteria,PF11023,CL0167,0.128157
LBCA,PF11026,PF11026,0.1273255
LBCA,PF11028,CL0111,0.06074325
Proteobacteria,PF11041,PF11041,0.274225
LBCA,PF11042,PF11042,0.10216705
Proteobacteria,PF11059,CL0193,0.194459
Terrabacteria,PF11061,CL0010,0.2210945
Proteobacteria,PF11062,PF11062,0.0248584
Proteobacteria,PF11064,PF11064,0.0765124
LBCA,PF11066,CL0209,0.1917785
Proteobacteria,PF11067,PF11067,0.1443655
Terrabacteria,PF11068,PF11068,0.06260415
Terrabacteria,PF11070,CL0714,0.286207
post-LBCA,PF11071,CL0498,0.2183745
Proteobacteria,PF11072,PF11072,0.3217945
LBCA,PF11074,CL0219,0.16282555
LBCA,PF11075,PF11075,0.10020615
Terrabacteria,PF11079,PF11079,0.0452577
Terrabacteria,PF11084,PF11084,0.07969145
Terrabacteria,PF11085,PF11085,0.0382494
unclassifiable,PF11086,PF11086,0.128189
Proteobacteria,PF11101,PF11101,0.04002825
Proteobacteria,PF11102,PF11102,0.0781072
Proteobacteria,PF11103,CL0236,0.3285925
Proteobacteria,PF11112,PF11112,0.358193
Terrabacteria,PF11116,PF11116,0.0287046
Terrabacteria,PF11117,PF11117,0.0503761
Terrabacteria,PF11118,PF11118,0.0934526
Terrabacteria,PF11122,PF11122,0.151385
LBCA,PF11127,PF11127,0.2537655
unclassifiable,PF11130,PF11130,0.2548665
Terrabacteria,PF11132,PF11132,0.2048805
post-LBCA,PF11136,PF11136,0.1375535
Proteobacteria,PF11137,PF11137,0.0882425
post-LBCA,PF11138,PF11138,0.1943385
LBCA,PF11139,CL0292,0.266948
Proteobacteria,PF11140,PF11140,0.1346891
post-LBCA,PF11141,PF11141,0.1498875
Proteobacteria,PF11142,PF11142,0.164052
Proteobacteria,PF11143,PF11143,0.03816055
LBCA,PF11146,PF11146,0.155469
Terrabacteria,PF11148,PF11148,0.131011
Proteobacteria,PF11149,PF11149,0.29107
Proteobacteria,PF11150,PF11150,0.0968391
Terrabacteria,PF11151,PF11151,0.06087295
Terrabacteria,PF11152,CL0161,0.1032289
Proteobacteria,PF11153,PF11153,0.16866835
LBCA,PF11154,PF11154,0.183118
Terrabacteria,PF11155,PF11155,0.266084
Proteobacteria,PF11157,PF11157,0.125308
unclassifiable,PF11158,PF11158,0.2949035
LBCA,PF11159,PF11159,0.130496
LBCA,PF11160,CL0010,0.275976
Proteobacteria,PF11161,PF11161,0.0908215
LBCA,PF11162,PF11162,0.290247
unclassifiable,PF11163,PF11163,0.07172625
Proteobacteria,PF11164,PF11164,0.0647923
Terrabacteria,PF11165,PF11165,0.135184
unclassifiable,PF11167,PF11167,0.113063
Proteobacteria,PF11168,CL0307,0.218149
Proteobacteria,PF11169,PF11169,0.09639815
LBCA,PF11171,PF11171,0.291739
post-LBCA,PF11172,PF11172,0.1358205
Proteobacteria,PF11173,PF11173,0.125945
Proteobacteria,PF11174,PF11174,0.10293
LBCA,PF11175,CL0055,0.1938315
post-LBCA,PF11181,PF11181,0.135879
Proteobacteria,PF11182,CL0287,0.0877571
Terrabacteria,PF11184,PF11184,0.0531534
LBCA,PF11185,PF11185,0.597743
unclassifiable,PF11187,CL0028,0.254729
LBCA,PF11188,PF11188,0.341825
Terrabacteria,PF11189,PF11189,0.1262905
Proteobacteria,PF11190,PF11190,0.2403695
Proteobacteria,PF11191,PF11191,0.0449742
Terrabacteria,PF11193,PF11193,0.39322
post-LBCA,PF11195,PF11195,0.207729
LBCA,PF11196,PF11196,0.2108915
Proteobacteria,PF11197,PF11197,0.09629985
Proteobacteria,PF11198,PF11198,0.3395815
LBCA,PF11199,PF11199,0.132652
Proteobacteria,PF11201,PF11201,0.05338685
post-LBCA,PF11202,CL0533,0.1225925
Terrabacteria,PF11203,PF11203,0.106273
Proteobacteria,PF11205,PF11205,0.0251981
Proteobacteria,PF11207,PF11207,0.0314233
post-LBCA,PF11208,PF11208,0.203205
Terrabacteria,PF11209,PF11209,0.058357
Terrabacteria,PF11210,PF11210,0.1073635
unclassifiable,PF11211,PF11211,0.14173
Terrabacteria,PF11213,PF11213,0.16325
post-LBCA,PF11215,PF11215,0.1306935
Proteobacteria,PF11216,PF11216,0.2230655
Terrabacteria,PF11217,PF11217,0.03645795
post-LBCA,PF11218,PF11218,0.1500525
Proteobacteria,PF11219,PF11219,0.05578265
post-LBCA,PF11220,PF11220,0.166437
Terrabacteria,PF11222,PF11222,0.07341875
post-LBCA,PF11225,PF11225,0.1138827
Proteobacteria,PF11227,PF11227,0.0602946
Terrabacteria,PF11228,PF11228,0.0493281
LBCA,PF11230,CL0339,0.1269716
Proteobacteria,PF11231,CL0193,0.14665885
Proteobacteria,PF11233,PF11233,0.0722639
LBCA,PF11236,PF11236,0.1195915
Terrabacteria,PF11237,PF11237,0.09498415
Terrabacteria,PF11238,PF11238,0.1050193
Terrabacteria,PF11239,PF11239,0.0889398
Terrabacteria,PF11240,PF11240,0.04119235
Terrabacteria,PF11241,PF11241,0.05033635
Terrabacteria,PF11248,PF11248,0.07527805
Proteobacteria,PF11249,PF11249,0.1574745
FCB,PF11251,CL0230,0.163718
post-LBCA,PF11253,PF11253,0.048787
Terrabacteria,PF11255,PF11255,0.1301425
Terrabacteria,PF11256,PF11256,0.1395355
Terrabacteria,PF11258,PF11258,0.05884785
LBCA,PF11259,PF11259,0.1582355
Terrabacteria,PF11264,PF11264,0.0752361
Terrabacteria,PF11266,CL0044,0.10675295
Terrabacteria,PF11267,PF11267,0.186794
Terrabacteria,PF11268,PF11268,0.02872735
Terrabacteria,PF11271,PF11271,0.05538505
unclassifiable,PF11272,PF11272,0.177601
Terrabacteria,PF11273,PF11273,0.08628445
FCB,PF11276,CL0193,0.1050535
Proteobacteria,PF11279,PF11279,0.09888195
Proteobacteria,PF11280,PF11280,0.100593
Terrabacteria,PF11282,PF11282,0.14177
Terrabacteria,PF11283,PF11283,0.05543325
Proteobacteria,PF11284,PF11284,0.266255
Terrabacteria,PF11285,PF11285,0.113737
Proteobacteria,PF11286,PF11286,0.0925433
Proteobacteria,PF11287,PF11287,0.236537
LBCA,PF11288,CL0028,0.1560935
Terrabacteria,PF11290,PF11290,0.04626255
Terrabacteria,PF11292,CL0266,0.0532472
post-LBCA,PF11294,PF11294,0.11365145
Proteobacteria,PF11295,PF11295,0.1973155
Terrabacteria,PF11296,PF11296,0.074499
FCB,PF11297,PF11297,0.0647532
Terrabacteria,PF11298,PF11298,0.08729605
post-LBCA,PF11299,CL0064,0.1460621
post-LBCA,PF11300,PF11300,0.1755285
unclassifiable,PF11301,PF11301,0.09792005
post-LBCA,PF11303,PF11303,0.09423825
post-LBCA,PF11304,PF11304,0.097663
Terrabacteria,PF11305,PF11305,0.0528242
LBCA,PF11306,CL0048,0.0964678
FCB,PF11307,PF11307,0.0558716
LBCA,PF11308,CL0036,0.1069305
Terrabacteria,PF11314,PF11314,0.08385805
post-LBCA,PF11316,CL0110,0.2204945
Terrabacteria,PF11317,PF11317,0.09617125
Terrabacteria,PF11318,CL0316,0.134946
Proteobacteria,PF11319,PF11319,0.1727495
post-LBCA,PF11322,PF11322,0.2301685
Proteobacteria,PF11324,PF11324,0.0779498
post-LBCA,PF11325,CL0021,0.119886
LBCA,PF11329,CL0059,0.1443245
Terrabacteria,PF11332,PF11332,0.1458015
Proteobacteria,PF11333,PF11333,0.123597
unclassifiable,PF11335,PF11335,0.172448
Terrabacteria,PF11337,PF11337,0.35334
Terrabacteria,PF11338,PF11338,0.1273285
post-LBCA,PF11339,CL0028,0.2298805
Proteobacteria,PF11340,PF11340,0.046823
Terrabacteria,PF11341,PF11341,0.163912
Proteobacteria,PF11342,PF11342,0.10077055
Terrabacteria,PF11343,PF11343,0.03787025
Terrabacteria,PF11344,PF11344,0.126848
Terrabacteria,PF11345,CL0420,0.05577545
Proteobacteria,PF11346,PF11346,0.1143955
Terrabacteria,PF11347,CL0010,0.233614
Proteobacteria,PF11348,PF11348,0.16596
Terrabacteria,PF11349,PF11349,0.07627525
Terrabacteria,PF11350,CL0126,0.07870975
post-LBCA,PF11351,PF11351,0.17273
Terrabacteria,PF11352,PF11352,0.1089142
Terrabacteria,PF11353,PF11353,0.05154005
post-LBCA,PF11356,CL0655,0.1223705
Terrabacteria,PF11360,PF11360,0.150362
Terrabacteria,PF11361,PF11361,0.05621205
FCB,PF11363,PF11363,0.1354957
LBCA,PF11367,CL0691,0.201786
Terrabacteria,PF11368,PF11368,0.1988065
LBCA,PF11369,PF11369,0.09717415
Terrabacteria,PF11371,PF11371,0.096761
unclassifiable,PF11373,PF11373,0.154085
Terrabacteria,PF11375,PF11375,0.1577095
LBCA,PF11376,PF11376,0.260303
Terrabacteria,PF11377,PF11377,0.0387167
Terrabacteria,PF11378,PF11378,0.1189295
LBCA,PF11380,PF11380,0.199431
LBCA,PF11381,PF11381,0.206339
Terrabacteria,PF11382,PF11382,0.04942985
Proteobacteria,PF11383,CL0193,0.05220245
Terrabacteria,PF11385,PF11385,0.1645335
Terrabacteria,PF11387,PF11387,0.0956971
Proteobacteria,PF11390,PF11390,0.1561155
post-LBCA,PF11391,PF11391,0.2919345
post-LBCA,PF11392,PF11392,0.180136
Proteobacteria,PF11393,CL0051,0.137625
LBCA,PF11396,CL0320,0.340704
post-LBCA,PF11397,CL0110,0.22052165
unclassifiable,PF11398,CL0023,0.164228
Proteobacteria,PF11399,CL0320,0.07854075
LBCA,PF11412,CL0159,0.1032907
LACA,PF11419,PF11419,0.07431595
Proteobacteria,PF11431,PF11431,0.265954
Proteobacteria,PF11444,CL0051,0.310099
Proteobacteria,PF11445,PF11445,0.12354705
Proteobacteria,PF11446,PF11446,0.0810561
post-LBCA,PF11449,CL0182,0.1018025
Proteobacteria,PF11450,PF11450,0.394632
Terrabacteria,PF11452,PF11452,0.0321842
Proteobacteria,PF11453,PF11453,0.12756105
Proteobacteria,PF11454,PF11454,0.09403625
Proteobacteria,PF11455,PF11455,0.2265725
Proteobacteria,PF11456,PF11456,0.09418595
Terrabacteria,PF11457,PF11457,0.298519
post-LBCA,PF11459,CL0578,0.247251
Terrabacteria,PF11460,PF11460,0.2181135
LACA,PF11469,CL0539,0.0536864
unclassifiable,PF11483,PF11483,0.08958935
TACK,PF11485,CL0209,0.05770185
Terrabacteria,PF11490,CL0494,0.04973225
LACA,PF11495,CL0479,0.09729135
unclassifiable,PF11512,PF11512,0.2260145
Terrabacteria,PF11518,PF11518,0.3823895
TACK,PF11520,PF11520,0.02199025
LBCA,PF11528,CL0650,0.2579985
post-LBCA,PF11533,CL0051,0.2089025
LBCA,PF11534,PF11534,0.2362345
LBCA,PF11535,PF11535,0.1787265
LBCA,PF11536,CL0413,0.2480925
FCB,PF11551,CL0159,0.1230609
Terrabacteria,PF11553,CL0044,0.353472
LBCA,PF11563,CL0090,0.173758
Terrabacteria,PF11574,PF11574,0.129999
post-LBCA,PF11575,PF11575,0.157932
LBCA,PF11578,CL0650,0.365794
unclassifiable,PF11580,PF11580,0.058783
Proteobacteria,PF11582,CL0089,0.1342955
LBCA,PF11583,CL0044,0.1757635
Terrabacteria,PF11588,PF11588,0.1125005
post-LBCA,PF11604,CL0021,0.200676
LBCA,PF11611,CL0524,0.2608325
post-LBCA,PF11612,CL0327,0.0887629
LBCA,PF11614,CL0159,0.07428205
LBCA,PF11617,PF11617,0.4482945
Terrabacteria,PF11623,CL0010,0.09113585
post-LBCA,PF11625,CL0123,0.1462105
post-LBCA,PF11638,CL0494,0.0680612
LBCA,PF11645,CL0236,0.10692925
post-LBCA,PF11651,CL0373,0.1326814
LBCA,PF11655,PF11655,0.336314
Proteobacteria,PF11659,CL0048,0.09208055
Proteobacteria,PF11660,PF11660,0.2996885
Proteobacteria,PF11661,PF11661,0.1584395
Terrabacteria,PF11662,PF11662,0.0831793
post-LBCA,PF11663,CL0136,0.2457625
Proteobacteria,PF11665,PF11665,0.4828585
unclassifiable,PF11666,PF11666,0.2364155
LUCA,PF11667,CL0126,0.162913
Proteobacteria,PF11679,PF11679,0.359572
FCB,PF11680,CL0609,0.04152165
Terrabacteria,PF11683,PF11683,0.172981
Proteobacteria,PF11684,CL0342,0.1936895
Terrabacteria,PF11687,CL0209,0.159423
Terrabacteria,PF11688,PF11688,0.1638535
Terrabacteria,PF11691,PF11691,0.1434505
post-LBCA,PF11692,PF11692,0.182251
Terrabacteria,PF11694,PF11694,0.1318205
LBCA,PF11695,CL0032,0.163113
LBCA,PF11697,PF11697,0.153123
LBCA,PF11700,CL0015,0.111121
post-LBCA,PF11706,PF11706,0.359339
Terrabacteria,PF11716,CL0310,0.45531
Proteobacteria,PF11720,CL0367,0.1700065
LBCA,PF11721,CL0202,0.2118025
post-LBCA,PF11724,PF11724,0.097159
Proteobacteria,PF11726,PF11726,0.3768075
Terrabacteria,PF11728,PF11728,0.07383315
Proteobacteria,PF11730,PF11730,0.1624625
LBCA,PF11731,CL0198,0.2850025
post-LBCA,PF11734,CL0383,0.14446
LBCA,PF11736,CL0021,0.08712605
post-LBCA,PF11737,PF11737,0.08806025
LBCA,PF11738,PF11738,0.152119
Proteobacteria,PF11739,PF11739,0.1199105
Proteobacteria,PF11740,PF11740,0.392615
post-LBCA,PF11741,PF11741,0.0992375
post-LBCA,PF11742,PF11742,0.146497
Proteobacteria,PF11743,PF11743,0.0635591
Proteobacteria,PF11745,PF11745,0.21760845
unclassifiable,PF11746,CL0032,0.1865555
post-LBCA,PF11747,PF11747,0.190955
Proteobacteria,PF11748,PF11748,0.131458
Proteobacteria,PF11749,PF11749,0.111512
LBCA,PF11750,PF11750,0.208777
FCB,PF11751,CL0193,0.1013191
Proteobacteria,PF11752,PF11752,0.339663
LBCA,PF11753,PF11753,0.247511
unclassifiable,PF11755,PF11755,0.143712
LBCA,PF11756,PF11756,0.162513
LACA,PF11760,PF11760,0.1277125
LBCA,PF11761,PF11761,0.11977
post-LBCA,PF11762,CL0105,0.1389175
post-LBCA,PF11769,PF11769,0.1283064
Terrabacteria,PF11772,PF11772,0.0987415
Terrabacteria,PF11774,CL0306,0.141235
post-LBCA,PF11775,CL0128,0.0918898
Proteobacteria,PF11776,PF11776,0.1680385
post-LBCA,PF11777,PF11777,0.1050895
post-LBCA,PF11780,PF11780,0.0708386
Proteobacteria,PF11783,CL0317,0.147675
LBCA,PF11784,PF11784,0.1220065
LBCA,PF11790,CL0036,0.164296
LBCA,PF11791,CL0020,0.1549065
post-LBCA,PF11794,PF11794,0.2137125
LBCA,PF11795,PF11795,0.205787
Terrabacteria,PF11796,PF11796,0.1193818
Terrabacteria,PF11797,PF11797,0.1766393
LUCA,PF11798,CL0198,0.117147
LUCA,PF11799,PF11799,0.07535425
Proteobacteria,PF11800,PF11800,0.2015195
Proteobacteria,PF11804,PF11804,0.330982
Terrabacteria,PF11805,PF11805,0.08146605
post-LBCA,PF11806,CL0159,0.192825
Proteobacteria,PF11808,PF11808,0.0631142
post-LBCA,PF11810,PF11810,0.121012
Proteobacteria,PF11812,PF11812,0.1451515
Proteobacteria,PF11813,CL0355,0.0589893
Proteobacteria,PF11814,CL0125,0.1360495
Proteobacteria,PF11815,PF11815,0.08817395
LBCA,PF11818,PF11818,0.02864265
LBCA,PF11821,PF11821,0.0700076
unclassifiable,PF11823,PF11823,0.135301
unclassifiable,PF11824,PF11824,0.0839915
FCB,PF11827,PF11827,0.240699
Proteobacteria,PF11828,PF11828,0.08784525
Terrabacteria,PF11829,PF11829,0.149289
LBCA,PF11832,PF11832,0.07925
Terrabacteria,PF11833,PF11833,0.06414255
Proteobacteria,PF11836,CL0567,0.166115
unclassifiable,PF11838,CL0159,0.09848265
unclassifiable,PF11839,CL0590,0.1362395
Proteobacteria,PF11840,CL0062,0.18792325
post-LBCA,PF11842,PF11842,0.099605
Proteobacteria,PF11843,PF11843,0.419241
Proteobacteria,PF11844,CL0043,0.159299
LBCA,PF11845,PF11845,0.255778
Proteobacteria,PF11846,CL0020,0.079627
Terrabacteria,PF11847,CL0111,0.06100955
LUCA,PF11848,PF11848,0.3518005
post-LBCA,PF11849,CL0161,0.1661055
Terrabacteria,PF11850,PF11850,0.1195084
LBCA,PF11852,CL0369,0.09507825
Proteobacteria,PF11853,CL0193,0.1284695
Proteobacteria,PF11854,CL0193,0.0999898
LBCA,PF11855,PF11855,0.169017
post-LBCA,PF11856,PF11856,0.1083025
Terrabacteria,PF11858,CL0407,0.0826606
Proteobacteria,PF11859,PF11859,0.03167565
LBCA,PF11860,PF11860,0.1699275
Proteobacteria,PF11862,PF11862,0.11366
LBCA,PF11863,PF11863,0.1712705
Terrabacteria,PF11866,PF11866,0.08125
LUCA,PF11867,PF11867,0.2786415
Terrabacteria,PF11868,PF11868,0.05018635
post-LBCA,PF11870,PF11870,0.1264745
Proteobacteria,PF11871,PF11871,0.1641925
Proteobacteria,PF11872,PF11872,0.0758786
Proteobacteria,PF11873,PF11873,0.1007809
post-LBCA,PF11874,PF11874,0.189917
Proteobacteria,PF11876,PF11876,0.10135665
Terrabacteria,PF11877,PF11877,0.05951775
Proteobacteria,PF11880,PF11880,0.127589
Terrabacteria,PF11887,PF11887,0.4979
FCB,PF11888,PF11888,0.421087
LBCA,PF11890,CL0063,0.05661
Proteobacteria,PF11892,CL0349,0.096193
Proteobacteria,PF11893,PF11893,0.1024026
post-LBCA,PF11896,CL0159,0.07890365
LBCA,PF11897,PF11897,0.08912935
unclassifiable,PF11898,PF11898,0.05789355
LBCA,PF11899,PF11899,0.10085035
Proteobacteria,PF11902,PF11902,0.115445
LBCA,PF11903,CL0057,0.300514
Proteobacteria,PF11906,PF11906,0.05614245
LBCA,PF11907,PF11907,0.243535
Terrabacteria,PF11909,PF11909,0.1510835
Terrabacteria,PF11910,CL0010,0.1133895
Proteobacteria,PF11911,PF11911,0.1905715
LBCA,PF11918,PF11918,0.207913
Proteobacteria,PF11920,PF11920,0.2239445
LBCA,PF11922,PF11922,0.082252215
LBCA,PF11924,CL0193,0.190632
LBCA,PF11927,PF11927,0.1281184
post-LBCA,PF11932,PF11932,0.1231877
Proteobacteria,PF11937,PF11937,0.171032
Proteobacteria,PF11939,PF11939,0.1642605
Proteobacteria,PF11940,CL0159,0.1474845
LBCA,PF11941,CL0369,0.200085
Proteobacteria,PF11943,PF11943,0.0938275
Proteobacteria,PF11944,PF11944,0.05254265
unclassifiable,PF11946,PF11946,0.098821
Terrabacteria,PF11947,PF11947,0.111532
post-LBCA,PF11948,PF11948,0.2656985
Proteobacteria,PF11949,CL0186,0.1168035
LBCA,PF11950,PF11950,0.07196095
Proteobacteria,PF11953,PF11953,0.1403285
LBCA,PF11954,PF11954,0.3122615
LBCA,PF11958,CL0004,0.1921785
LBCA,PF11959,PF11959,0.10254745
LBCA,PF11964,CL0502,0.1970315
LBCA,PF11965,PF11965,0.133316
LBCA,PF11967,CL0021,0.0644829
unclassifiable,PF11969,CL0265,0.0408565
Proteobacteria,PF11972,CL0123,0.214162
post-LBCA,PF11973,CL0072,0.096636
LBCA,PF11974,CL0159,0.1260325
LBCA,PF11975,CL0341,0.259074
Proteobacteria,PF11977,CL0280,0.2000045
Proteobacteria,PF11981,CL0500,0.1397325
Proteobacteria,PF11982,PF11982,0.09688175
unclassifiable,PF11984,PF11984,0.12578655
post-LBCA,PF11985,PF11985,0.2317385
CPR,PF11987,PF11987,0.03357625
Proteobacteria,PF11990,PF11990,0.2089735
unclassifiable,PF11992,PF11992,0.1003683
Proteobacteria,PF11993,PF11993,0.03880205
Proteobacteria,PF11994,CL0123,0.299808
PVC,PF11996,PF11996,0.0552818
unclassifiable,PF11997,CL0113,0.1464305
Terrabacteria,PF11998,PF11998,0.1856615
LBCA,PF11999,PF11999,0.217493
Proteobacteria,PF12000,CL0113,0.220345
LBCA,PF12002,CL0604,0.1148585
Terrabacteria,PF12005,PF12005,0.0333401
LBCA,PF12006,PF12006,0.1995175
unclassifiable,PF12007,CL0159,0.06015605
LBCA,PF12008,PF12008,0.357177
post-LBCA,PF12010,PF12010,0.2760725
LBCA,PF12019,CL0327,0.3010675
Terrabacteria,PF12028,PF12028,0.07049235
post-LBCA,PF12029,PF12029,0.06762555
LBCA,PF12034,PF12034,0.1276925
post-LBCA,PF12038,PF12038,0.174473
LBCA,PF12040,CL0181,0.23127
Terrabacteria,PF12046,PF12046,0.078361
Proteobacteria,PF12048,CL0028,0.0752023
Terrabacteria,PF12049,PF12049,0.1364775
Terrabacteria,PF12051,CL0181,0.12250365
LBCA,PF12055,PF12055,0.1228935
Terrabacteria,PF12058,PF12058,0.1204995
Proteobacteria,PF12059,PF12059,0.14672915
Proteobacteria,PF12060,PF12060,0.0670485
Proteobacteria,PF12065,PF12065,0.0929816
Proteobacteria,PF12069,PF12069,0.03359755
Proteobacteria,PF12071,PF12071,0.1997431
LBCA,PF12072,PF12072,0.03968985
post-LBCA,PF12073,CL0010,0.1142015
Terrabacteria,PF12077,PF12077,0.209299
post-LBCA,PF12079,PF12079,0.170579
FCB,PF12080,PF12080,0.08476465
FCB,PF12081,PF12081,0.06611555
post-LBCA,PF12083,PF12083,0.17743255
post-LBCA,PF12088,PF12088,0.2571155
Terrabacteria,PF12089,PF12089,0.03325015
Proteobacteria,PF12091,PF12091,0.07478035
post-LBCA,PF12092,PF12092,0.08107075
post-LBCA,PF12094,CL0193,0.11901385
Terrabacteria,PF12095,PF12095,0.1322915
Proteobacteria,PF12096,PF12096,0.1021163
LBCA,PF12098,PF12098,0.1347125
post-LBCA,PF12099,CL0193,0.1744336
Proteobacteria,PF12100,PF12100,0.08876605
Proteobacteria,PF12101,PF12101,0.247382
LBCA,PF12102,PF12102,0.184729
Proteobacteria,PF12105,CL0098,0.0677232
Proteobacteria,PF12112,PF12112,0.06185665
Terrabacteria,PF12116,CL0123,0.07310175
post-LBCA,PF12118,PF12118,0.151562
Proteobacteria,PF12119,PF12119,0.0696711
LBCA,PF12120,CL0084,0.3223355
post-LBCA,PF12122,CL0089,0.0768446
unclassifiable,PF12127,PF12127,0.0705619
unclassifiable,PF12128,CL0023,0.10212465
Proteobacteria,PF12137,PF12137,0.05696235
unclassifiable,PF12138,CL0036,0.146537
post-LBCA,PF12139,PF12139,0.138024
preLUCA,PF12146,CL0028,0.350236
LBCA,PF12147,CL0063,0.150038
post-LBCA,PF12156,CL0175,0.1100465
LBCA,PF12158,PF12158,0.476174
unclassifiable,PF12159,PF12159,0.118692
LUCA,PF12161,PF12161,0.4944545
Terrabacteria,PF12164,PF12164,0.08332325
post-LBCA,PF12167,CL0081,0.30659
Proteobacteria,PF12169,CL0604,0.0409918
Proteobacteria,PF12170,PF12170,0.0550597
LACA,PF12172,CL0167,0.182953
unclassifiable,PF12176,PF12176,0.043654
FCB,PF12186,PF12186,0.0880485
Proteobacteria,PF12200,PF12200,0.15690235
Terrabacteria,PF12204,CL0116,0.2391635
LBCA,PF12215,CL0103,0.1698615
Proteobacteria,PF12221,PF12221,0.07510725
unclassifiable,PF12222,PF12222,0.08003105
LBCA,PF12224,CL0286,0.169898
LUCA,PF12225,PF12225,0.0791268
Terrabacteria,PF12227,PF12227,0.06192855
LUCA,PF12228,CL0036,0.166953
unclassifiable,PF12229,PF12229,0.11662
post-LBCA,PF12236,PF12236,0.174079
unclassifiable,PF12241,CL0063,0.10367365
LBCA,PF12242,CL0063,0.153604
LBCA,PF12244,PF12244,0.322566
unclassifiable,PF12245,CL0159,0.4367755
Terrabacteria,PF12249,PF12249,0.0674392
Terrabacteria,PF12250,CL0111,0.04669145
LBCA,PF12255,PF12255,0.371011
LBCA,PF12256,CL0186,0.2659025
Proteobacteria,PF12261,CL0257,0.1213013
Proteobacteria,PF12262,CL0159,0.0691158
unclassifiable,PF12263,PF12263,0.145554
Terrabacteria,PF12270,PF12270,0.0495452
LBCA,PF12275,CL0186,0.150239
Proteobacteria,PF12276,PF12276,0.197001
LBCA,PF12277,PF12277,0.1081144
Proteobacteria,PF12279,PF12279,0.06653175
Proteobacteria,PF12281,CL0260,0.214316
Terrabacteria,PF12282,CL0161,0.04264695
Proteobacteria,PF12288,PF12288,0.183483
Proteobacteria,PF12290,PF12290,0.0373514
Proteobacteria,PF12291,CL0316,0.1709135
Proteobacteria,PF12293,PF12293,0.1237925
LBCA,PF12294,PF12294,0.256087
Proteobacteria,PF12305,CL0545,0.0987962
post-LBCA,PF12307,PF12307,0.28024345
Proteobacteria,PF12318,PF12318,0.2972325
unclassifiable,PF12320,PF12320,0.139555
Proteobacteria,PF12321,PF12321,0.04401665
LBCA,PF12323,CL0123,0.224507
LACA,PF12327,CL0442,0.0338505
Proteobacteria,PF12339,PF12339,0.1102585
LUCA,PF12344,CL0023,0.1524555
LBCA,PF12345,PF12345,0.1364845
LBCA,PF12358,CL0291,0.4545635
Proteobacteria,PF12362,PF12362,0.06725885
LUCA,PF12367,PF12367,0.0951615
post-LBCA,PF12368,PF12368,0.117111
LBCA,PF12385,CL0125,0.2336505
post-LBCA,PF12388,CL0126,0.1419264
unclassifiable,PF12389,PF12389,0.1734035
LBCA,PF12390,PF12390,0.169643
LBCA,PF12391,PF12391,0.240417
LBCA,PF12392,PF12392,0.1057862
post-LBCA,PF12395,PF12395,0.150047
LUCA,PF12399,CL0023,0.3334855
